"","species","identifier","year","y_coordinate","x_coordinate","spatial_uncertainty"
"44320","osmia bicolor","BWARS",2010,152000,392000,1000
"44321","osmia bicolor","BWARS",2013,273000,576000,1000
"44322","osmia bicolor","BWARS",2015,270000,580000,1000
"44323","osmia bicolor","BWARS",2011,273000,579000,1000
"44324","osmia bicolor","BWARS",2011,274000,580000,1000
"44325","osmia bicolor","BWARS",2011,272000,578000,1000
"44326","osmia bicolor","BWARS",2011,274000,581000,1000
"44327","osmia bicolor","BWARS",2011,275000,573000,1000
"44328","osmia bicolor","BWARS",2011,273000,583000,1000
"44329","osmia bicolor","BWARS",2011,274000,584000,1000
"44330","osmia bicolor","BWARS",2011,273000,579000,1000
"44331","osmia bicolor","BWARS",2011,275000,581000,1000
"44332","osmia bicolor","BWARS",2011,275000,580000,1000
"44333","osmia bicolor","BWARS",2011,274000,581000,1000
"44334","osmia bicolor","BWARS",2011,275000,583000,1000
"44335","osmia bicolor","BWARS",2011,275000,582000,1000
"44336","osmia bicolor","BWARS",2011,275000,574000,1000
"44337","osmia bicolor","BWARS",2011,275000,581000,1000
"44338","osmia bicolor","BWARS",2011,271000,581000,1000
"44339","osmia bicolor","BWARS",2011,273000,580000,1000
"44340","osmia bicolor","BWARS",2011,272000,579000,1000
"44341","osmia bicolor","BWARS",2011,283000,581000,1000
"44342","osmia bicolor","BWARS",2011,274000,581000,1000
"44343","osmia bicolor","BWARS",2011,281000,582000,1000
"44344","osmia bicolor","BWARS",2011,281000,577000,1000
"44345","osmia bicolor","BWARS",2011,274000,580000,1000
"44346","osmia bicolor","BWARS",2011,274000,581000,1000
"44347","osmia bicolor","BWARS",2011,274000,581000,1000
"44348","osmia bicolor","BWARS",2011,275000,573000,1000
"44349","osmia bicolor","BWARS",2011,275000,580000,1000
"44350","osmia bicolor","BWARS",2011,271000,581000,1000
"44351","osmia bicolor","BWARS",2011,272000,579000,1000
"44352","osmia bicolor","BWARS",2011,272000,578000,1000
"44353","osmia caerulescens","BWARS",2011,265000,621000,1000
"44354","osmia caerulescens","BWARS",2011,207000,578000,1000
"44355","osmia caerulescens","BWARS",2012,238000,609000,1000
"44356","osmia caerulescens","BWARS",2012,2e+05,563000,1000
"44357","osmia caerulescens","BWARS",2012,251000,567000,1000
"44358","osmia caerulescens","BWARS",2012,258000,572000,1000
"44359","osmia caerulescens","BWARS",2012,258000,572000,1000
"44360","osmia caerulescens","BWARS",2012,245000,615000,1000
"44361","osmia caerulescens","BWARS",2012,243000,589000,1000
"44362","osmia caerulescens","BWARS",2013,238000,609000,1000
"44363","osmia caerulescens","BWARS",2014,216000,386000,1000
"44364","osmia caerulescens","BWARS",2014,290000,641000,1000
"44365","osmia caerulescens","BWARS",2015,224000,598000,1000
"44366","osmia caerulescens","BWARS",2016,205000,536000,1000
"44367","osmia caerulescens","BWARS",2016,186000,571000,1000
"44368","osmia caerulescens","BWARS",2016,244000,617000,1000
"44369","osmia caerulescens","BWARS",2016,243000,620000,1000
"44370","osmia leaiana","BWARS",2010,206000,544000,1000
"44371","osmia leaiana","BWARS",2010,185000,590000,1000
"44372","osmia leaiana","BWARS",2010,223000,626000,1000
"44373","osmia leaiana","BWARS",2011,222000,575000,1000
"44374","osmia leaiana","BWARS",2012,245000,615000,1000
"44375","osmia leaiana","BWARS",2012,245000,615000,1000
"44376","osmia leaiana","BWARS",2013,214000,596000,1000
"44377","osmia leaiana","BWARS",2013,243000,614000,1000
"44378","osmia leaiana","BWARS",2015,233000,624000,1000
"44379","osmia leaiana","BWARS",2016,233000,562000,1000
"44380","osmia leaiana","BWARS",2016,178000,558000,1000
"44381","osmia leaiana","BWARS",2016,178000,558000,1000
"44382","osmia leaiana","BWARS",2016,243000,6e+05,1000
"44383","osmia bicornis","BWARS",2010,245000,577000,1000
"44384","osmia bicornis","BWARS",2011,263000,563000,1000
"44385","osmia bicornis","BWARS",2011,249000,591000,1000
"44386","osmia bicornis","BWARS",2011,280000,595000,1000
"44387","osmia bicornis","BWARS",2011,229000,578000,1000
"44388","osmia bicornis","BWARS",2011,265000,621000,1000
"44389","osmia bicornis","BWARS",2011,265000,621000,1000
"44390","osmia bicornis","BWARS",2011,207000,578000,1000
"44391","osmia bicornis","BWARS",2012,238000,609000,1000
"44392","osmia bicornis","BWARS",2012,220000,606000,1000
"44393","osmia bicornis","BWARS",2012,265000,621000,1000
"44394","osmia bicornis","BWARS",2012,243000,613000,1000
"44395","osmia bicornis","BWARS",2012,244000,613000,1000
"44396","osmia bicornis","BWARS",2012,248000,598000,1000
"44397","osmia bicornis","BWARS",2012,247000,598000,1000
"44398","osmia bicornis","BWARS",2013,292000,653000,1000
"44399","osmia bicornis","BWARS",2013,292000,653000,1000
"44400","osmia bicornis","BWARS",2013,233000,607000,1000
"44401","osmia bicornis","BWARS",2014,214000,596000,1000
"44402","osmia bicornis","BWARS",2016,235000,592000,1000
"44403","osmia bicornis","BWARS",2016,270000,611000,1000
"44404","osmia bicornis","BWARS",2016,282000,626000,1000
"44405","osmia bicornis","BWARS",2016,270000,615000,1000
"44406","osmia bicornis","BWARS",2011,222000,584000,1000
"44407","osmia bicornis","BWARS",2011,222000,584000,1000
"44408","osmia bicornis","BWARS",2016,244000,617000,1000
"44409","osmia bicornis","BWARS",2014,274000,609000,1000
"44410","osmia bicornis","BWARS",2014,274000,609000,1000
"44411","panurgus banksianus","BWARS",2012,245000,615000,1000
"44412","panurgus banksianus","BWARS",2013,247000,630000,1000
"44413","panurgus banksianus","BWARS",2013,247000,630000,1000
"44414","panurgus banksianus","BWARS",2015,242000,621000,1000
"44415","panurgus banksianus","BWARS",2015,242000,621000,1000
"44416","panurgus banksianus","BWARS",2016,241000,617000,1000
"44417","panurgus calcaratus","BWARS",2011,238000,634000,1000
"44418","panurgus calcaratus","BWARS",2014,184000,593000,1000
"44419","panurgus calcaratus","BWARS",2015,205000,576000,1000
"44420","panurgus calcaratus","BWARS",2016,186000,571000,1000
"44421","panurgus calcaratus","BWARS",2016,186000,571000,1000
"44422","sphecodes crassus","BWARS",2010,211000,544000,1000
"44423","sphecodes crassus","BWARS",2010,262000,561000,1000
"44424","sphecodes crassus","BWARS",2011,250000,610000,1000
"44425","sphecodes crassus","BWARS",2011,220000,606000,1000
"44426","sphecodes crassus","BWARS",2011,250000,610000,1000
"44427","sphecodes crassus","BWARS",2011,241000,603000,1000
"44428","sphecodes crassus","BWARS",2015,205000,576000,1000
"44429","sphecodes crassus","BWARS",2015,205000,576000,1000
"44430","sphecodes ephippius","BWARS",2011,215000,588000,1000
"44431","sphecodes ephippius","BWARS",2011,203000,578000,1000
"44432","sphecodes ephippius","BWARS",2011,250000,610000,1000
"44433","sphecodes ephippius","BWARS",2011,220000,606000,1000
"44434","sphecodes ephippius","BWARS",2011,250000,610000,1000
"44435","sphecodes ephippius","BWARS",2011,250000,610000,1000
"44436","sphecodes ephippius","BWARS",2011,249000,611000,1000
"44437","sphecodes ephippius","BWARS",2011,250000,610000,1000
"44438","sphecodes ephippius","BWARS",2011,249000,611000,1000
"44439","sphecodes ephippius","BWARS",2011,238000,609000,1000
"44440","sphecodes ephippius","BWARS",2012,220000,606000,1000
"44441","sphecodes ephippius","BWARS",2012,272000,621000,1000
"44442","sphecodes ephippius","BWARS",2012,265000,621000,1000
"44443","sphecodes ephippius","BWARS",2012,2e+05,563000,1000
"44444","sphecodes ephippius","BWARS",2012,251000,567000,1000
"44445","sphecodes ephippius","BWARS",2012,257000,575000,1000
"44446","sphecodes ephippius","BWARS",2012,192000,558000,1000
"44447","sphecodes ephippius","BWARS",2012,214000,596000,1000
"44448","sphecodes ephippius","BWARS",2012,245000,615000,1000
"44449","sphecodes ephippius","BWARS",2013,238000,506000,1000
"44450","sphecodes ephippius","BWARS",2013,219000,604000,1000
"44451","sphecodes ephippius","BWARS",2013,292000,653000,1000
"44452","sphecodes ephippius","BWARS",2013,292000,653000,1000
"44453","sphecodes ephippius","BWARS",2013,242000,621000,1000
"44454","sphecodes ephippius","BWARS",2013,233000,607000,1000
"44455","sphecodes ephippius","BWARS",2013,292000,653000,1000
"44456","sphecodes ephippius","BWARS",2013,292000,653000,1000
"44457","sphecodes ephippius","BWARS",2013,242000,621000,1000
"44458","sphecodes ephippius","BWARS",2014,238000,506000,1000
"44459","sphecodes ephippius","BWARS",2014,280000,595000,1000
"44460","sphecodes ephippius","BWARS",2014,290000,633000,1000
"44461","sphecodes ephippius","BWARS",2014,290000,639000,1000
"44462","sphecodes ephippius","BWARS",2015,245000,576000,1000
"44463","sphecodes ephippius","BWARS",2015,269000,645000,1000
"44464","sphecodes ephippius","BWARS",2015,207000,571000,1000
"44465","sphecodes ephippius","BWARS",2016,186000,571000,1000
"44466","sphecodes ephippius","BWARS",2016,242000,621000,1000
"44467","sphecodes ephippius","BWARS",2015,242000,621000,1000
"44468","sphecodes ephippius","BWARS",2016,242000,621000,1000
"44469","sphecodes ephippius","BWARS",2011,275000,581000,1000
"44470","sphecodes ephippius","BWARS",2011,283000,576000,1000
"44471","sphecodes ephippius","BWARS",2011,271000,581000,1000
"44472","sphecodes geoffrellus","BWARS",2010,282000,652000,1000
"44473","sphecodes geoffrellus","BWARS",2010,241000,603000,1000
"44474","sphecodes geoffrellus","BWARS",2011,249000,611000,1000
"44475","sphecodes geoffrellus","BWARS",2011,250000,610000,1000
"44476","sphecodes geoffrellus","BWARS",2011,250000,610000,1000
"44477","sphecodes geoffrellus","BWARS",2011,220000,606000,1000
"44478","sphecodes geoffrellus","BWARS",2011,249000,610000,1000
"44479","sphecodes geoffrellus","BWARS",2012,2e+05,563000,1000
"44480","sphecodes geoffrellus","BWARS",2013,274000,642000,1000
"44481","sphecodes geoffrellus","BWARS",2013,280000,581000,1000
"44482","sphecodes geoffrellus","BWARS",2016,242000,621000,1000
"44483","sphecodes geoffrellus","BWARS",2016,186000,571000,1000
"44484","sphecodes geoffrellus","BWARS",2016,186000,571000,1000
"44485","sphecodes geoffrellus","BWARS",2011,274000,580000,1000
"44486","sphecodes geoffrellus","BWARS",2011,273000,583000,1000
"44487","sphecodes gibbus","BWARS",2010,223000,626000,1000
"44488","sphecodes gibbus","BWARS",2016,186000,571000,1000
"44489","sphecodes gibbus","BWARS",2016,186000,571000,1000
"44490","sphecodes longulus","BWARS",2016,180000,566000,1000
"44491","sphecodes miniatus","BWARS",2010,223000,626000,1000
"44492","sphecodes miniatus","BWARS",2010,185000,587000,1000
"44493","sphecodes miniatus","BWARS",2012,240000,617000,1000
"44494","sphecodes miniatus","BWARS",2015,270000,580000,1000
"44495","sphecodes miniatus","BWARS",2011,282000,578000,1000
"44496","sphecodes monilicornis","BWARS",2010,182000,552000,1000
"44497","sphecodes monilicornis","BWARS",2010,184000,593000,1000
"44498","sphecodes monilicornis","BWARS",2010,187000,581000,1000
"44499","sphecodes monilicornis","BWARS",2010,223000,626000,1000
"44500","sphecodes monilicornis","BWARS",2010,223000,626000,1000
"44501","sphecodes monilicornis","BWARS",2010,223000,626000,1000
"44502","sphecodes monilicornis","BWARS",2010,241000,603000,1000
"44503","sphecodes monilicornis","BWARS",2010,223000,626000,1000
"44504","sphecodes monilicornis","BWARS",2010,214000,588000,1000
"44505","sphecodes monilicornis","BWARS",2011,220000,606000,1000
"44506","sphecodes monilicornis","BWARS",2011,220000,606000,1000
"44507","sphecodes monilicornis","BWARS",2011,270000,570000,1000
"44508","sphecodes monilicornis","BWARS",2011,250000,610000,1000
"44509","sphecodes monilicornis","BWARS",2011,250000,610000,1000
"44510","sphecodes monilicornis","BWARS",2011,164000,635000,1000
"44511","sphecodes monilicornis","BWARS",2011,220000,606000,1000
"44512","sphecodes monilicornis","BWARS",2011,220000,606000,1000
"44513","sphecodes monilicornis","BWARS",2012,220000,606000,1000
"44514","sphecodes monilicornis","BWARS",2012,265000,621000,1000
"44515","sphecodes monilicornis","BWARS",2013,292000,653000,1000
"44516","sphecodes monilicornis","BWARS",2013,229000,493000,1000
"44517","sphecodes monilicornis","BWARS",2013,280000,580000,1000
"44518","sphecodes monilicornis","BWARS",2013,218000,594000,1000
"44519","sphecodes monilicornis","BWARS",2014,290000,633000,1000
"44520","sphecodes monilicornis","BWARS",2014,218000,594000,1000
"44521","sphecodes monilicornis","BWARS",2015,219000,596000,1000
"44522","sphecodes monilicornis","BWARS",2016,297000,505000,1000
"44523","sphecodes monilicornis","BWARS",2016,178000,559000,1000
"44524","sphecodes niger","BWARS",2010,285000,645000,1000
"44525","sphecodes niger","BWARS",2011,241000,603000,1000
"44526","sphecodes niger","BWARS",2014,219000,596000,1000
"44527","sphecodes niger","BWARS",2015,280000,580000,1000
"44528","sphecodes niger","BWARS",2015,186000,571000,1000
"44529","sphecodes niger","BWARS",2016,186000,571000,1000
"44530","sphecodes niger","BWARS",2016,178000,559000,1000
"44531","sphecodes pellucidus","BWARS",2010,223000,626000,1000
"44532","sphecodes pellucidus","BWARS",2010,282000,652000,1000
"44533","sphecodes pellucidus","BWARS",2010,223000,626000,1000
"44534","sphecodes pellucidus","BWARS",2010,223000,626000,1000
"44535","sphecodes pellucidus","BWARS",2010,270000,580000,1000
"44536","sphecodes pellucidus","BWARS",2011,250000,610000,1000
"44537","sphecodes pellucidus","BWARS",2011,250000,610000,1000
"44538","sphecodes pellucidus","BWARS",2011,250000,610000,1000
"44539","sphecodes pellucidus","BWARS",2011,250000,610000,1000
"44540","sphecodes pellucidus","BWARS",2012,244000,623000,1000
"44541","sphecodes pellucidus","BWARS",2012,122000,475000,1000
"44542","sphecodes pellucidus","BWARS",2013,274000,644000,1000
"44543","sphecodes pellucidus","BWARS",2013,274000,642000,1000
"44544","sphecodes pellucidus","BWARS",2013,292000,653000,1000
"44545","sphecodes pellucidus","BWARS",2013,292000,653000,1000
"44546","sphecodes pellucidus","BWARS",2013,280000,581000,1000
"44547","sphecodes pellucidus","BWARS",2013,242000,621000,1000
"44548","sphecodes pellucidus","BWARS",2014,280000,595000,1000
"44549","sphecodes pellucidus","BWARS",2014,290000,633000,1000
"44550","sphecodes pellucidus","BWARS",2015,267000,647000,1000
"44551","sphecodes pellucidus","BWARS",2016,280000,595000,1000
"44552","sphecodes pellucidus","BWARS",2016,242000,621000,1000
"44553","sphecodes pellucidus","BWARS",2016,242000,621000,1000
"44554","sphecodes puncticeps","BWARS",2010,223000,626000,1000
"44555","sphecodes puncticeps","BWARS",2011,243000,613000,1000
"44556","sphecodes puncticeps","BWARS",2011,249000,611000,1000
"44557","sphecodes puncticeps","BWARS",2012,180000,569000,1000
"44558","sphecodes puncticeps","BWARS",2016,242000,621000,1000
"44559","sphecodes puncticeps","BWARS",2016,242000,621000,1000
"44560","sphecodes reticulatus","BWARS",2011,250000,610000,1000
"44561","sphecodes reticulatus","BWARS",2015,186000,571000,1000
"44562","sphecodes rubicundus","BWARS",2010,223000,626000,1000
"44563","stelis breviuscula","BWARS",2012,199000,578000,1000
"44564","stelis breviuscula","BWARS",2015,205000,576000,1000
"44565","stelis phaeoptera","BWARS",2012,209000,583000,1000
"44566","stelis phaeoptera","BWARS",2014,214000,596000,1000
"44567","stelis punctulatissima","BWARS",2011,270000,570000,1000
"44568","colletes hederae","BWARS",2015,260000,383000,1000
"44569","bombus humilis","BWARS",2011,106000,462000,1000
"44570","bombus humilis","BWARS",2012,106000,462000,1000
"44571","bombus humilis","BWARS",2013,106000,461000,1000
"44572","bombus humilis","BWARS",2013,111000,443000,1000
"44573","bombus humilis","BWARS",2010,103000,452000,1000
"44574","bombus humilis","BWARS",2010,98000,474000,1000
"44575","bombus humilis","BWARS",2010,98000,474000,1000
"44576","bombus humilis","BWARS",2010,91000,416000,1000
"44577","bombus ruderatus","BWARS",2014,103000,473000,1000
"44578","bombus ruderatus","BWARS",2014,103000,473000,1000
"44579","bombus rupestris","BWARS",2011,103000,452000,1000
"44580","bombus rupestris","BWARS",2011,98000,474000,1000
"44581","bombus rupestris","BWARS",2011,103000,473000,1000
"44582","bombus rupestris","BWARS",2011,103000,473000,1000
"44583","bombus rupestris","BWARS",2012,103000,452000,1000
"44584","bombus rupestris","BWARS",2013,103000,473000,1000
"44585","bombus rupestris","BWARS",2013,103000,473000,1000
"44586","bombus rupestris","BWARS",2014,103000,473000,1000
"44587","bombus rupestris","BWARS",2010,117000,440000,1000
"44588","bombus rupestris","BWARS",2010,98000,474000,1000
"44589","andrena ferox","BWARS",2014,106000,433000,1000
"44590","andrena ferox","BWARS",2011,106000,433000,1000
"44591","andrena ferox","BWARS",2011,106000,433000,1000
"44592","andrena ferox","BWARS",2011,106000,433000,1000
"44593","andrena ferox","BWARS",2011,106000,433000,1000
"44594","andrena ferox","BWARS",2011,106000,433000,1000
"44595","andrena ferox","BWARS",2011,106000,433000,1000
"44596","andrena ferox","BWARS",2011,106000,433000,1000
"44597","andrena ferox","BWARS",2010,104000,430000,1000
"44598","andrena ferox","BWARS",2012,106000,433000,1000
"44599","andrena ferox","BWARS",2012,106000,433000,1000
"44600","andrena ferox","BWARS",2012,106000,433000,1000
"44601","andrena ferox","BWARS",2013,106000,433000,1000
"44602","andrena ferox","BWARS",2013,106000,433000,1000
"44603","andrena ferox","BWARS",2010,105000,433000,1000
"44604","andrena ferox","BWARS",2010,106000,433000,1000
"44605","andrena ferox","BWARS",2010,106000,433000,1000
"44606","andrena ferox","BWARS",2010,106000,433000,1000
"44607","andrena ferox","BWARS",2010,106000,433000,1000
"44608","andrena ferox","BWARS",2010,106000,433000,1000
"44609","andrena ferox","BWARS",2010,106000,433000,1000
"44610","andrena ferox","BWARS",2010,106000,433000,1000
"44611","andrena ferox","BWARS",2010,106000,433000,1000
"44612","andrena ferox","BWARS",2010,106000,433000,1000
"44613","andrena ferox","BWARS",2010,106000,433000,1000
"44614","andrena ferox","BWARS",2010,106000,433000,1000
"44615","andrena ferox","BWARS",2010,106000,433000,1000
"44616","andrena ferox","BWARS",2010,103000,430000,1000
"44617","andrena ferox","BWARS",2011,106000,433000,1000
"44618","lasioglossum pauperatum","BWARS",2011,103000,452000,1000
"44619","lasioglossum pauperatum","BWARS",2011,103000,452000,1000
"44620","lasioglossum pauperatum","BWARS",2011,103000,452000,1000
"44621","lasioglossum pauperatum","BWARS",2011,103000,452000,1000
"44622","bombus hortorum","BWARS",2014,110000,454000,1000
"44623","bombus hortorum","BWARS",2014,106000,433000,1000
"44624","bombus hortorum","BWARS",2011,103000,452000,1000
"44625","bombus hortorum","BWARS",2011,103000,452000,1000
"44626","bombus hortorum","BWARS",2011,103000,452000,1000
"44627","bombus hortorum","BWARS",2011,106000,457000,1000
"44628","bombus hortorum","BWARS",2011,106000,457000,1000
"44629","bombus hortorum","BWARS",2011,106000,457000,1000
"44630","bombus hortorum","BWARS",2011,109000,454000,1000
"44631","bombus hortorum","BWARS",2011,106000,457000,1000
"44632","bombus hortorum","BWARS",2011,133000,434000,1000
"44633","bombus hortorum","BWARS",2011,103000,452000,1000
"44634","bombus hortorum","BWARS",2011,106000,457000,1000
"44635","bombus hortorum","BWARS",2011,106000,433000,1000
"44636","bombus hortorum","BWARS",2011,118000,471000,1000
"44637","bombus hortorum","BWARS",2011,103000,452000,1000
"44638","bombus hortorum","BWARS",2011,103000,473000,1000
"44639","bombus hortorum","BWARS",2011,103000,473000,1000
"44640","bombus hortorum","BWARS",2011,103000,473000,1000
"44641","bombus hortorum","BWARS",2011,103000,473000,1000
"44642","bombus hortorum","BWARS",2011,103000,473000,1000
"44643","bombus hortorum","BWARS",2011,103000,473000,1000
"44644","bombus hortorum","BWARS",2011,103000,473000,1000
"44645","bombus hortorum","BWARS",2011,103000,473000,1000
"44646","bombus hortorum","BWARS",2011,103000,473000,1000
"44647","bombus hortorum","BWARS",2011,103000,473000,1000
"44648","bombus hortorum","BWARS",2011,103000,473000,1000
"44649","bombus hortorum","BWARS",2011,103000,473000,1000
"44650","bombus hortorum","BWARS",2011,103000,473000,1000
"44651","bombus hortorum","BWARS",2011,103000,473000,1000
"44652","bombus hortorum","BWARS",2011,103000,473000,1000
"44653","bombus hortorum","BWARS",2011,103000,473000,1000
"44654","bombus hortorum","BWARS",2011,103000,452000,1000
"44655","bombus hortorum","BWARS",2011,103000,473000,1000
"44656","bombus hortorum","BWARS",2011,103000,473000,1000
"44657","bombus hortorum","BWARS",2011,103000,473000,1000
"44658","bombus hortorum","BWARS",2011,103000,452000,1000
"44659","bombus hortorum","BWARS",2011,103000,473000,1000
"44660","bombus hortorum","BWARS",2011,103000,452000,1000
"44661","bombus hortorum","BWARS",2011,103000,473000,1000
"44662","bombus hortorum","BWARS",2011,103000,473000,1000
"44663","bombus hortorum","BWARS",2012,105000,459000,1000
"44664","bombus hortorum","BWARS",2012,103000,473000,1000
"44665","bombus hortorum","BWARS",2012,103000,473000,1000
"44666","bombus hortorum","BWARS",2012,103000,473000,1000
"44667","bombus hortorum","BWARS",2012,103000,473000,1000
"44668","bombus hortorum","BWARS",2012,103000,473000,1000
"44669","bombus hortorum","BWARS",2012,103000,473000,1000
"44670","bombus hortorum","BWARS",2012,103000,473000,1000
"44671","bombus hortorum","BWARS",2012,103000,473000,1000
"44672","bombus hortorum","BWARS",2012,103000,473000,1000
"44673","bombus hortorum","BWARS",2012,103000,473000,1000
"44674","bombus hortorum","BWARS",2012,103000,473000,1000
"44675","bombus hortorum","BWARS",2012,103000,473000,1000
"44676","bombus hortorum","BWARS",2012,103000,473000,1000
"44677","bombus hortorum","BWARS",2012,103000,473000,1000
"44678","bombus hortorum","BWARS",2012,103000,473000,1000
"44679","bombus hortorum","BWARS",2012,98000,474000,1000
"44680","bombus hortorum","BWARS",2012,108000,445000,1000
"44681","bombus hortorum","BWARS",2012,106000,462000,1000
"44682","bombus hortorum","BWARS",2012,106000,457000,1000
"44683","bombus hortorum","BWARS",2013,110000,454000,1000
"44684","bombus hortorum","BWARS",2013,107000,457000,1000
"44685","bombus hortorum","BWARS",2013,107000,457000,1000
"44686","bombus hortorum","BWARS",2013,107000,457000,1000
"44687","bombus hortorum","BWARS",2013,107000,457000,1000
"44688","bombus hortorum","BWARS",2013,107000,457000,1000
"44689","bombus hortorum","BWARS",2013,103000,473000,1000
"44690","bombus hortorum","BWARS",2013,103000,473000,1000
"44691","bombus hortorum","BWARS",2013,108000,460000,1000
"44692","bombus hortorum","BWARS",2013,103000,473000,1000
"44693","bombus hortorum","BWARS",2013,103000,473000,1000
"44694","bombus hortorum","BWARS",2013,106000,433000,1000
"44695","bombus hortorum","BWARS",2013,103000,473000,1000
"44696","bombus hortorum","BWARS",2013,103000,473000,1000
"44697","bombus hortorum","BWARS",2013,103000,473000,1000
"44698","bombus hortorum","BWARS",2013,103000,473000,1000
"44699","bombus hortorum","BWARS",2013,103000,473000,1000
"44700","bombus hortorum","BWARS",2013,103000,473000,1000
"44701","bombus hortorum","BWARS",2013,103000,473000,1000
"44702","bombus hortorum","BWARS",2014,103000,473000,1000
"44703","bombus hortorum","BWARS",2014,103000,473000,1000
"44704","bombus hortorum","BWARS",2014,103000,473000,1000
"44705","bombus hortorum","BWARS",2014,103000,473000,1000
"44706","bombus hortorum","BWARS",2014,103000,473000,1000
"44707","bombus hortorum","BWARS",2014,103000,473000,1000
"44708","bombus hortorum","BWARS",2014,103000,473000,1000
"44709","bombus hortorum","BWARS",2014,103000,473000,1000
"44710","bombus hortorum","BWARS",2014,103000,473000,1000
"44711","bombus hortorum","BWARS",2014,103000,473000,1000
"44712","bombus hortorum","BWARS",2014,103000,451000,1000
"44713","bombus hortorum","BWARS",2014,103000,473000,1000
"44714","bombus hortorum","BWARS",2014,103000,473000,1000
"44715","bombus hortorum","BWARS",2014,103000,473000,1000
"44716","bombus hortorum","BWARS",2014,103000,473000,1000
"44717","bombus hortorum","BWARS",2014,116000,449000,1000
"44718","bombus hortorum","BWARS",2014,103000,473000,1000
"44719","bombus hortorum","BWARS",2012,107000,449000,1000
"44720","bombus hortorum","BWARS",2013,112000,442000,1000
"44721","bombus hortorum","BWARS",2013,112000,445000,1000
"44722","bombus hortorum","BWARS",2012,111000,443000,1000
"44723","bombus hortorum","BWARS",2012,111000,447000,1000
"44724","bombus hortorum","BWARS",2013,93000,420000,1000
"44725","bombus hortorum","BWARS",2012,107000,449000,1000
"44726","bombus hortorum","BWARS",2012,115000,444000,1000
"44727","bombus hortorum","BWARS",2013,113000,441000,1000
"44728","bombus hortorum","BWARS",2012,107000,449000,1000
"44729","bombus hortorum","BWARS",2012,107000,449000,1000
"44730","bombus hortorum","BWARS",2012,107000,449000,1000
"44731","bombus hortorum","BWARS",2013,108000,455000,1000
"44732","bombus hortorum","BWARS",2013,116000,441000,1000
"44733","bombus hortorum","BWARS",2011,93000,418000,1000
"44734","bombus hortorum","BWARS",2011,92000,418000,1000
"44735","bombus hortorum","BWARS",2013,105000,450000,1000
"44736","bombus hortorum","BWARS",2013,129000,451000,1000
"44737","bombus hortorum","BWARS",2011,138000,436000,1000
"44738","bombus hortorum","BWARS",2012,115000,446000,1000
"44739","bombus hortorum","BWARS",2013,117000,440000,1000
"44740","bombus hortorum","BWARS",2013,117000,440000,1000
"44741","bombus hortorum","BWARS",2013,96000,413000,1000
"44742","bombus hortorum","BWARS",2013,96000,413000,1000
"44743","bombus hortorum","BWARS",2013,114000,440000,1000
"44744","bombus hortorum","BWARS",2015,108000,445000,1000
"44745","bombus hortorum","BWARS",2015,109000,444000,1000
"44746","bombus hortorum","BWARS",2010,103000,452000,1000
"44747","bombus hortorum","BWARS",2010,103000,473000,1000
"44748","bombus hortorum","BWARS",2010,103000,452000,1000
"44749","bombus hortorum","BWARS",2010,103000,452000,1000
"44750","bombus hortorum","BWARS",2010,103000,473000,1000
"44751","bombus hortorum","BWARS",2010,103000,473000,1000
"44752","bombus hortorum","BWARS",2010,103000,473000,1000
"44753","bombus hortorum","BWARS",2010,103000,452000,1000
"44754","bombus hortorum","BWARS",2010,103000,452000,1000
"44755","bombus hortorum","BWARS",2010,103000,473000,1000
"44756","bombus hortorum","BWARS",2010,103000,473000,1000
"44757","bombus hortorum","BWARS",2010,103000,473000,1000
"44758","bombus hortorum","BWARS",2010,103000,473000,1000
"44759","bombus hortorum","BWARS",2010,103000,473000,1000
"44760","bombus hortorum","BWARS",2010,103000,473000,1000
"44761","bombus hortorum","BWARS",2010,99000,469000,1000
"44762","bombus hortorum","BWARS",2010,103000,473000,1000
"44763","bombus hortorum","BWARS",2010,99000,469000,1000
"44764","bombus hortorum","BWARS",2010,103000,473000,1000
"44765","bombus hortorum","BWARS",2010,106000,433000,1000
"44766","bombus hortorum","BWARS",2010,106000,433000,1000
"44767","bombus sylvestris","BWARS",2011,103000,452000,1000
"44768","bombus sylvestris","BWARS",2013,110000,454000,1000
"44769","bombus sylvestris","BWARS",2013,103000,473000,1000
"44770","bombus sylvestris","BWARS",2013,106000,433000,1000
"44771","bombus sylvestris","BWARS",2010,116000,439000,1000
"44772","bombus sylvestris","BWARS",2011,117000,440000,1000
"44773","bombus sylvestris","BWARS",2011,119000,446000,1000
"44774","bombus sylvestris","BWARS",2012,116000,439000,1000
"44775","bombus sylvestris","BWARS",2012,114000,439000,1000
"44776","bombus sylvestris","BWARS",2013,96000,424000,1000
"44777","bombus sylvestris","BWARS",2013,96000,413000,1000
"44778","bombus sylvestris","BWARS",2010,106000,433000,1000
"44779","bombus sylvestris","BWARS",2011,111000,427000,1000
"44780","bombus barbutellus","BWARS",2012,116000,439000,1000
"44781","bombus vestalis","BWARS",2011,103000,452000,1000
"44782","bombus vestalis","BWARS",2011,103000,452000,1000
"44783","bombus vestalis","BWARS",2011,109000,454000,1000
"44784","bombus vestalis","BWARS",2011,103000,452000,1000
"44785","bombus vestalis","BWARS",2011,123000,456000,1000
"44786","bombus vestalis","BWARS",2011,106000,433000,1000
"44787","bombus vestalis","BWARS",2011,118000,471000,1000
