"","species","identifier","year","y_coordinate","x_coordinate","spatial_uncertainty"
"1","colletes succinctus","BWARS",2010,94000,397000,1000
"2","colletes succinctus","BWARS",2010,95000,398000,1000
"3","colletes hederae","BWARS",2010,144000,435000,1000
"4","colletes hederae","BWARS",2010,138000,443000,1000
"5","colletes hederae","BWARS",2010,145000,438000,1000
"6","colletes hederae","BWARS",2010,144000,435000,1000
"7","colletes hederae","BWARS",2010,87000,397000,1000
"8","colletes hederae","BWARS",2010,92000,424000,1000
"9","colletes hederae","BWARS",2010,92000,423000,1000
"10","colletes hederae","BWARS",2010,92000,424000,1000
"11","colletes hederae","BWARS",2010,92000,424000,1000
"12","colletes hederae","BWARS",2010,88000,322000,1000
"13","colletes hederae","BWARS",2010,88000,322000,1000
"14","colletes hederae","BWARS",2010,84000,369000,1000
"15","colletes hederae","BWARS",2010,91000,411000,1000
"16","colletes hederae","BWARS",2010,91000,413000,1000
"17","colletes hederae","BWARS",2010,91000,411000,1000
"18","colletes hederae","BWARS",2010,91000,412000,1000
"19","colletes hederae","BWARS",2010,90000,407000,1000
"20","colletes hederae","BWARS",2010,91000,408000,1000
"21","colletes hederae","BWARS",2010,92000,406000,1000
"22","colletes hederae","BWARS",2010,93000,408000,1000
"23","colletes hederae","BWARS",2010,158000,329000,1000
"24","colletes hederae","BWARS",2010,146000,417000,1000
"25","colletes hederae","BWARS",2010,146000,418000,1000
"26","colletes hederae","BWARS",2010,102000,430000,1000
"27","colletes hederae","BWARS",2010,102000,430000,1000
"28","colletes hederae","BWARS",2010,102000,430000,1000
"29","colletes hederae","BWARS",2010,137000,493000,1000
"30","colletes hederae","BWARS",2010,103000,451000,1000
"31","colletes hederae","BWARS",2010,103000,451000,1000
"32","colletes hederae","BWARS",2010,103000,451000,1000
"33","colletes hederae","BWARS",2010,103000,451000,1000
"34","colletes hederae","BWARS",2010,82000,307000,1000
"35","colletes hederae","BWARS",2010,81000,376000,1000
"36","colletes hederae","BWARS",2010,172000,467000,1000
"37","colletes hederae","BWARS",2010,101000,448000,1000
"38","colletes hederae","BWARS",2010,101000,448000,1000
"39","colletes hederae","BWARS",2010,85000,368000,1000
"40","colletes hederae","BWARS",2010,164000,527000,1000
"41","colletes hederae","BWARS",2010,84000,379000,1000
"42","colletes hederae","BWARS",2010,103000,390000,1000
"43","colletes hederae","BWARS",2010,93000,336000,1000
"44","colletes hederae","BWARS",2010,93000,336000,1000
"45","colletes hederae","BWARS",2010,93000,336000,1000
"46","colletes hederae","BWARS",2010,142000,422000,1000
"47","colletes hederae","BWARS",2010,95000,414000,1000
"48","colletes hederae","BWARS",2010,1e+05,403000,1000
"49","colletes hederae","BWARS",2010,118000,387000,1000
"50","colletes hederae","BWARS",2010,153000,637000,1000
"51","colletes hederae","BWARS",2010,153000,637000,1000
"52","colletes hederae","BWARS",2010,152000,637000,1000
"53","colletes hederae","BWARS",2010,130000,444000,1000
"54","colletes hederae","BWARS",2010,131000,444000,1000
"55","colletes hederae","BWARS",2010,90000,369000,1000
"56","colletes hederae","BWARS",2010,105000,467000,1000
"57","colletes hederae","BWARS",2010,77000,403000,1000
"58","colletes hederae","BWARS",2010,80000,3e+05,1000
"59","colletes hederae","BWARS",2010,106000,459000,1000
"60","colletes hederae","BWARS",2010,147000,483000,1000
"61","colletes hederae","BWARS",2010,147000,483000,1000
"62","colletes hederae","BWARS",2010,147000,482000,1000
"63","colletes hederae","BWARS",2010,97000,460000,1000
"64","colletes hederae","BWARS",2010,148000,5e+05,1000
"65","colletes hederae","BWARS",2010,40000,275000,1000
"66","colletes hederae","BWARS",2010,90000,417000,1000
"67","colletes hederae","BWARS",2010,62000,289000,1000
"68","colletes hederae","BWARS",2010,108000,442000,1000
"69","colletes hederae","BWARS",2010,132000,453000,1000
"70","colletes hederae","BWARS",2010,24000,145000,1000
"71","colletes hederae","BWARS",2010,24000,145000,1000
"72","colletes hederae","BWARS",2010,105000,392000,1000
"73","colletes hederae","BWARS",2010,44000,273000,1000
"74","colletes hederae","BWARS",2010,149000,637000,1000
"75","colletes hederae","BWARS",2010,24000,145000,1000
"76","colletes hederae","BWARS",2010,98000,444000,1000
"77","colletes hederae","BWARS",2010,110000,541000,1000
"78","colletes hederae","BWARS",2010,124000,608000,1000
"79","colletes hederae","BWARS",2010,81000,368000,1000
"80","colletes hederae","BWARS",2010,95000,432000,1000
"81","colletes hederae","BWARS",2010,95000,432000,1000
"82","colletes hederae","BWARS",2010,129000,450000,1000
"83","colletes hederae","BWARS",2010,159000,575000,1000
"84","colletes hederae","BWARS",2010,31000,151000,1000
"85","colletes hederae","BWARS",2010,119000,405000,1000
"86","colletes hederae","BWARS",2010,67000,184000,1000
"87","colletes hederae","BWARS",2010,67000,184000,1000
"88","colletes hederae","BWARS",2010,121000,488000,1000
"89","colletes hederae","BWARS",2010,121000,488000,1000
"90","colletes hederae","BWARS",2010,92000,429000,1000
"91","colletes hederae","BWARS",2010,91000,428000,1000
"92","colletes hederae","BWARS",2010,146000,296000,1000
"93","colletes hederae","BWARS",2010,93000,340000,1000
"94","colletes hederae","BWARS",2010,85000,456000,1000
"95","colletes hederae","BWARS",2010,71000,285000,1000
"96","colletes hederae","BWARS",2010,150000,493000,1000
"97","colletes hederae","BWARS",2010,103000,473000,1000
"98","colletes hederae","BWARS",2010,85000,308000,1000
"99","colletes hederae","BWARS",2010,84000,309000,1000
"100","colletes hederae","BWARS",2010,138000,428000,1000
"101","colletes hederae","BWARS",2010,53000,208000,1000
"102","colletes hederae","BWARS",2010,53000,208000,1000
"103","colletes hederae","BWARS",2010,107000,431000,1000
"104","colletes hederae","BWARS",2010,131000,476000,1000
"105","colletes hederae","BWARS",2010,113000,586000,1000
"106","colletes hederae","BWARS",2010,106000,467000,1000
"107","colletes hederae","BWARS",2010,90000,367000,1000
"108","colletes hederae","BWARS",2010,91000,367000,1000
"109","colletes hederae","BWARS",2010,24000,146000,1000
"110","colletes hederae","BWARS",2010,95000,408000,1000
"111","colletes hederae","BWARS",2010,131000,414000,1000
"112","colletes hederae","BWARS",2010,129000,415000,1000
"113","colletes hederae","BWARS",2010,131000,414000,1000
"114","colletes hederae","BWARS",2010,129000,414000,1000
"115","colletes hederae","BWARS",2010,131000,416000,1000
"116","colletes hederae","BWARS",2010,129000,415000,1000
"117","colletes hederae","BWARS",2010,97000,549000,1000
"118","colletes hederae","BWARS",2010,89000,323000,1000
"119","colletes hederae","BWARS",2010,89000,324000,1000
"120","colletes hederae","BWARS",2010,156000,552000,1000
"121","colletes hederae","BWARS",2010,156000,552000,1000
"122","colletes hederae","BWARS",2010,99000,469000,1000
"123","colletes hederae","BWARS",2010,37000,269000,1000
"124","colletes hederae","BWARS",2010,116000,441000,1000
"125","colletes hederae","BWARS",2010,109000,444000,1000
"126","colletes hederae","BWARS",2010,40000,151000,1000
"127","colletes hederae","BWARS",2010,92000,417000,1000
"128","colletes hederae","BWARS",2010,91000,416000,1000
"129","colletes hederae","BWARS",2010,125000,473000,1000
"130","colletes hederae","BWARS",2010,135000,433000,1000
"131","colletes hederae","BWARS",2010,135000,433000,1000
"132","colletes hederae","BWARS",2010,83000,370000,1000
"133","colletes hederae","BWARS",2010,83000,370000,1000
"134","colletes hederae","BWARS",2010,83000,370000,1000
"135","colletes hederae","BWARS",2010,139000,446000,1000
"136","colletes hederae","BWARS",2010,78000,402000,1000
"137","colletes hederae","BWARS",2010,78000,402000,1000
"138","colletes hederae","BWARS",2010,77000,403000,1000
"139","colletes hederae","BWARS",2010,77000,403000,1000
"140","colletes hederae","BWARS",2010,78000,402000,1000
"141","colletes hederae","BWARS",2010,139000,489000,1000
"142","colletes hederae","BWARS",2010,106000,452000,1000
"143","colletes hederae","BWARS",2010,63000,294000,1000
"144","colletes hederae","BWARS",2010,63000,294000,1000
"145","colletes hederae","BWARS",2010,63000,294000,1000
"146","colletes hederae","BWARS",2010,150000,637000,1000
"147","colletes hederae","BWARS",2010,105000,449000,1000
"148","colletes hederae","BWARS",2010,105000,449000,1000
"149","colletes hederae","BWARS",2010,48000,251000,1000
"150","colletes hederae","BWARS",2010,48000,250000,1000
"151","colletes hederae","BWARS",2010,98000,478000,1000
"152","colletes hederae","BWARS",2010,148000,349000,1000
"153","colletes hederae","BWARS",2010,109000,444000,1000
"154","colletes hederae","BWARS",2010,109000,444000,1000
"155","colletes hederae","BWARS",2010,109000,444000,1000
"156","colletes hederae","BWARS",2010,102000,558000,1000
"157","colletes hederae","BWARS",2010,102000,558000,1000
"158","colletes hederae","BWARS",2010,102000,558000,1000
"159","colletes hederae","BWARS",2010,126000,449000,1000
"160","colletes hederae","BWARS",2010,128000,449000,1000
"161","colletes hederae","BWARS",2010,87000,368000,1000
"162","colletes hederae","BWARS",2010,87000,384000,1000
"163","colletes hederae","BWARS",2010,144000,481000,1000
"164","andrena cineraria","BWARS",2010,129000,417000,1000
"165","andrena clarkella","BWARS",2010,95000,414000,1000
"166","andrena flavipes","BWARS",2010,129000,417000,1000
"167","andrena flavipes","BWARS",2010,91000,430000,1000
"168","andrena haemorrhoa","BWARS",2010,157000,570000,1000
"169","andrena haemorrhoa","BWARS",2010,157000,570000,1000
"170","andrena nigroaenea","BWARS",2010,157000,570000,1000
"171","andrena nigroaenea","BWARS",2010,157000,570000,1000
"172","andrena scotica","BWARS",2010,157000,570000,1000
"173","andrena scotica","BWARS",2010,157000,570000,1000
"174","halictus rubicundus","BWARS",2010,145000,386000,1000
"175","halictus tumulorum","BWARS",2010,157000,570000,1000
"176","lasioglossum albipes","BWARS",2010,95000,398000,1000
"177","lasioglossum calceatum","BWARS",2010,157000,570000,1000
"178","lasioglossum calceatum","BWARS",2010,94000,397000,1000
"179","lasioglossum leucozonium","BWARS",2010,95000,398000,1000
"180","lasioglossum morio","BWARS",2010,157000,570000,1000
"181","lasioglossum parvulum","BWARS",2010,95000,398000,1000
"182","lasioglossum prasinum","BWARS",2010,94000,397000,1000
"183","lasioglossum prasinum","BWARS",2010,95000,398000,1000
"184","lasioglossum quadrinotatum","BWARS",2010,95000,398000,1000
"185","sphecodes pellucidus","BWARS",2010,95000,398000,1000
"186","anthidium manicatum","BWARS",2010,429000,507000,1000
"187","osmia bicornis","BWARS",2010,157000,570000,1000
"188","osmia bicornis","BWARS",2010,130000,415000,1000
"189","nomada goodeniana","BWARS",2010,131000,425000,1000
"190","nomada goodeniana","BWARS",2010,129000,417000,1000
"191","nomada rufipes","BWARS",2010,95000,398000,1000
"192","epeolus cruciger","BWARS",2010,95000,398000,1000
"193","anthophora plumipes","BWARS",2010,130000,415000,1000
"194","anthophora plumipes","BWARS",2010,130000,415000,1000
"195","bombus hortorum","BWARS",2010,130000,415000,1000
"196","bombus jonellus","BWARS",2010,94000,397000,1000
"197","bombus lapidarius","BWARS",2010,129000,417000,1000
"198","bombus lapidarius","BWARS",2010,125000,411000,1000
"199","bombus lapidarius","BWARS",2010,157000,570000,1000
"200","bombus lapidarius","BWARS",2010,130000,415000,1000
"201","bombus lapidarius","BWARS",2010,94000,397000,1000
"202","bombus lapidarius","BWARS",2010,95000,398000,1000
"203","bombus lapidarius","BWARS",2010,145000,386000,1000
"204","bombus pascuorum","BWARS",2010,128000,423000,1000
"205","bombus pascuorum","BWARS",2010,94000,397000,1000
"206","bombus pascuorum","BWARS",2010,95000,398000,1000
"207","bombus terrestris","BWARS",2010,157000,570000,1000
"208","bombus terrestris","BWARS",2010,157000,570000,1000
"209","bombus terrestris","BWARS",2010,94000,397000,1000
"210","bombus terrestris","BWARS",2010,95000,398000,1000
"211","bombus hypnorum","BWARS",2010,175000,542000,1000
"212","bombus hypnorum","BWARS",2010,175000,542000,1000
"213","bombus hypnorum","BWARS",2010,197000,451000,1000
"214","bombus hypnorum","BWARS",2010,283000,412000,1000
"215","bombus hypnorum","BWARS",2010,257000,409000,1000
"216","bombus hypnorum","BWARS",2010,175000,426000,1000
"217","bombus hypnorum","BWARS",2010,113000,412000,1000
"218","bombus hypnorum","BWARS",2010,139000,471000,1000
"219","bombus hypnorum","BWARS",2010,139000,471000,1000
"220","bombus hypnorum","BWARS",2010,272000,402000,1000
"221","bombus hypnorum","BWARS",2010,141000,416000,1000
"222","bombus hypnorum","BWARS",2010,167000,475000,1000
"223","bombus hypnorum","BWARS",2010,161000,455000,1000
"224","bombus hypnorum","BWARS",2010,237000,399000,1000
"225","bombus hypnorum","BWARS",2010,237000,399000,1000
"226","bombus hypnorum","BWARS",2010,408000,361000,1000
"227","bombus hypnorum","BWARS",2010,408000,361000,1000
"228","bombus hypnorum","BWARS",2010,289000,408000,1000
"229","bombus hypnorum","BWARS",2010,334000,452000,1000
"230","bombus hypnorum","BWARS",2010,333000,452000,1000
"231","bombus hypnorum","BWARS",2010,132000,453000,1000
"232","bombus hypnorum","BWARS",2010,132000,453000,1000
"233","bombus hypnorum","BWARS",2010,132000,453000,1000
"234","bombus hypnorum","BWARS",2010,161000,456000,1000
"235","bombus hypnorum","BWARS",2010,128000,356000,1000
"236","bombus hypnorum","BWARS",2010,369000,421000,1000
"237","bombus hypnorum","BWARS",2010,111000,584000,1000
"238","bombus hypnorum","BWARS",2010,263000,576000,1000
"239","bombus hypnorum","BWARS",2010,263000,576000,1000
"240","bombus hypnorum","BWARS",2010,189000,572000,1000
"241","bombus hypnorum","BWARS",2010,151000,471000,1000
"242","bombus hypnorum","BWARS",2010,151000,461000,1000
"243","bombus hypnorum","BWARS",2010,151000,462000,1000
"244","bombus hypnorum","BWARS",2010,151000,462000,1000
"245","bombus hypnorum","BWARS",2010,151000,462000,1000
"246","bombus hypnorum","BWARS",2010,177000,527000,1000
"247","bombus hypnorum","BWARS",2010,286000,402000,1000
"248","bombus hypnorum","BWARS",2010,169000,538000,1000
"249","bombus hypnorum","BWARS",2010,210000,456000,1000
"250","bombus hypnorum","BWARS",2010,479000,349000,1000
"251","bombus hypnorum","BWARS",2010,153000,330000,1000
"252","bombus hypnorum","BWARS",2010,153000,329000,1000
"253","bombus hypnorum","BWARS",2010,182000,535000,1000
"254","bombus hypnorum","BWARS",2010,274000,378000,1000
"255","bombus hypnorum","BWARS",2010,277000,378000,1000
"256","bombus hypnorum","BWARS",2010,277000,378000,1000
"257","bombus hypnorum","BWARS",2010,149000,471000,1000
"258","bombus hypnorum","BWARS",2010,125000,244000,1000
"259","bombus hypnorum","BWARS",2010,125000,508000,1000
"260","bombus hypnorum","BWARS",2010,283000,411000,1000
"261","bombus hypnorum","BWARS",2010,208000,411000,1000
"262","bombus hypnorum","BWARS",2010,176000,523000,1000
"263","bombus hypnorum","BWARS",2010,132000,460000,1000
"264","bombus hypnorum","BWARS",2010,131000,461000,1000
"265","bombus hypnorum","BWARS",2010,220000,576000,1000
"266","bombus hypnorum","BWARS",2010,220000,576000,1000
"267","bombus hypnorum","BWARS",2010,428000,367000,1000
"268","bombus hypnorum","BWARS",2010,272000,399000,1000
"269","bombus hypnorum","BWARS",2010,107000,424000,1000
"270","bombus hypnorum","BWARS",2010,293000,410000,1000
"271","bombus hypnorum","BWARS",2010,209000,575000,1000
"272","bombus hypnorum","BWARS",2010,344000,532000,1000
"273","bombus hypnorum","BWARS",2010,109000,454000,1000
"274","bombus hypnorum","BWARS",2010,91000,411000,1000
"275","bombus hypnorum","BWARS",2010,238000,458000,1000
"276","bombus hypnorum","BWARS",2010,167000,487000,1000
"277","bombus hypnorum","BWARS",2010,169000,487000,1000
"278","bombus hypnorum","BWARS",2010,166000,487000,1000
"279","bombus hypnorum","BWARS",2010,225000,565000,1000
"280","bombus hypnorum","BWARS",2010,281000,578000,1000
"281","bombus hypnorum","BWARS",2010,3e+05,455000,1000
"282","bombus hypnorum","BWARS",2010,58000,217000,1000
"283","bombus hypnorum","BWARS",2010,238000,394000,1000
"284","bombus hypnorum","BWARS",2010,237000,394000,1000
"285","bombus hypnorum","BWARS",2010,237000,396000,1000
"286","bombus hypnorum","BWARS",2010,238000,398000,1000
"287","bombus hypnorum","BWARS",2010,107000,530000,1000
"288","bombus hypnorum","BWARS",2010,175000,365000,1000
"289","bombus hypnorum","BWARS",2010,175000,359000,1000
"290","bombus hypnorum","BWARS",2010,169000,539000,1000
"291","bombus hypnorum","BWARS",2010,124000,599000,1000
"292","bombus hypnorum","BWARS",2010,104000,451000,1000
"293","bombus hypnorum","BWARS",2010,103000,452000,1000
"294","bombus hypnorum","BWARS",2010,103000,451000,1000
"295","bombus hypnorum","BWARS",2010,103000,451000,1000
"296","bombus hypnorum","BWARS",2010,308000,632000,1000
"297","bombus hypnorum","BWARS",2010,308000,632000,1000
"298","bombus hypnorum","BWARS",2010,351000,336000,1000
"299","bombus hypnorum","BWARS",2010,218000,252000,1000
"300","bombus hypnorum","BWARS",2010,145000,418000,1000
"301","bombus hypnorum","BWARS",2010,145000,418000,1000
"302","bombus hypnorum","BWARS",2010,145000,418000,1000
"303","bombus hypnorum","BWARS",2010,145000,418000,1000
"304","bombus hypnorum","BWARS",2010,145000,418000,1000
"305","bombus hypnorum","BWARS",2010,145000,418000,1000
"306","bombus hypnorum","BWARS",2010,177000,533000,1000
"307","bombus hypnorum","BWARS",2010,167000,466000,1000
"308","bombus hypnorum","BWARS",2010,167000,466000,1000
"309","bombus hypnorum","BWARS",2010,147000,481000,1000
"310","bombus hypnorum","BWARS",2010,446000,416000,1000
"311","bombus hypnorum","BWARS",2010,533000,422000,1000
"312","bombus hypnorum","BWARS",2010,565000,426000,1000
"313","bombus hypnorum","BWARS",2010,190000,344000,1000
"314","bombus hypnorum","BWARS",2010,258000,543000,1000
"315","bombus hypnorum","BWARS",2010,261000,546000,1000
"316","bombus hypnorum","BWARS",2010,71000,214000,1000
"317","bombus hypnorum","BWARS",2010,315000,581000,1000
"318","bombus hypnorum","BWARS",2010,315000,581000,1000
"319","bombus hypnorum","BWARS",2010,174000,472000,1000
"320","bombus hypnorum","BWARS",2010,341000,328000,1000
"321","bombus hypnorum","BWARS",2010,341000,328000,1000
"322","bombus hypnorum","BWARS",2010,122000,442000,1000
"323","bombus hypnorum","BWARS",2010,370000,341000,1000
"324","bombus hypnorum","BWARS",2010,165000,613000,1000
"325","bombus hypnorum","BWARS",2010,132000,452000,1000
"326","bombus hypnorum","BWARS",2010,132000,452000,1000
"327","bombus hypnorum","BWARS",2010,175000,390000,1000
"328","bombus hypnorum","BWARS",2010,173000,390000,1000
"329","bombus hypnorum","BWARS",2010,201000,503000,1000
"330","bombus hypnorum","BWARS",2010,142000,423000,1000
"331","bombus hypnorum","BWARS",2010,147000,482000,1000
"332","bombus hypnorum","BWARS",2010,250000,408000,1000
"333","bombus hypnorum","BWARS",2010,176000,570000,1000
"334","bombus hypnorum","BWARS",2010,173000,356000,1000
"335","bombus hypnorum","BWARS",2010,222000,585000,1000
"336","bombus hypnorum","BWARS",2010,185000,486000,1000
"337","bombus hypnorum","BWARS",2010,115000,507000,1000
"338","bombus hypnorum","BWARS",2010,97000,398000,1000
"339","bombus hypnorum","BWARS",2010,97000,398000,1000
"340","bombus hypnorum","BWARS",2010,99000,398000,1000
"341","bombus hypnorum","BWARS",2010,271000,467000,1000
"342","bombus hypnorum","BWARS",2010,195000,401000,1000
"343","bombus hypnorum","BWARS",2010,433000,504000,1000
"344","bombus hypnorum","BWARS",2010,253000,475000,1000
"345","bombus hypnorum","BWARS",2010,253000,476000,1000
"346","bombus hypnorum","BWARS",2010,244000,399000,1000
"347","bombus hypnorum","BWARS",2010,164000,483000,1000
"348","bombus hypnorum","BWARS",2010,164000,484000,1000
"349","bombus hypnorum","BWARS",2010,164000,484000,1000
"350","bombus hypnorum","BWARS",2010,168000,532000,1000
"351","bombus hypnorum","BWARS",2010,168000,532000,1000
"352","bombus hypnorum","BWARS",2010,168000,532000,1000
"353","bombus hypnorum","BWARS",2010,168000,532000,1000
"354","bombus hypnorum","BWARS",2010,168000,532000,1000
"355","bombus hypnorum","BWARS",2010,241000,281000,1000
"356","bombus hypnorum","BWARS",2010,205000,578000,1000
"357","bombus hypnorum","BWARS",2010,205000,578000,1000
"358","bombus hypnorum","BWARS",2010,231000,446000,1000
"359","bombus hypnorum","BWARS",2010,158000,490000,1000
"360","bombus hypnorum","BWARS",2010,105000,433000,1000
"361","bombus hypnorum","BWARS",2010,337000,433000,1000
"362","bombus hypnorum","BWARS",2010,189000,452000,1000
"363","bombus hypnorum","BWARS",2010,4e+05,456000,1000
"364","bombus hypnorum","BWARS",2010,114000,589000,1000
"365","bombus hypnorum","BWARS",2010,258000,392000,1000
"366","bombus hypnorum","BWARS",2010,262000,389000,1000
"367","bombus hypnorum","BWARS",2010,116000,495000,1000
"368","bombus hypnorum","BWARS",2010,469000,452000,1000
"369","bombus hypnorum","BWARS",2010,188000,452000,1000
"370","bombus hypnorum","BWARS",2010,188000,452000,1000
"371","bombus hypnorum","BWARS",2010,205000,453000,1000
"372","bombus hypnorum","BWARS",2010,132000,452000,1000
"373","bombus hypnorum","BWARS",2010,132000,451000,1000
"374","bombus hypnorum","BWARS",2010,132000,451000,1000
"375","bombus hypnorum","BWARS",2010,132000,451000,1000
"376","bombus hypnorum","BWARS",2010,132000,451000,1000
"377","bombus hypnorum","BWARS",2010,132000,451000,1000
"378","bombus hypnorum","BWARS",2010,284000,406000,1000
"379","bombus hypnorum","BWARS",2010,289000,404000,1000
"380","bombus hypnorum","BWARS",2010,219000,497000,1000
"381","bombus hypnorum","BWARS",2010,148000,590000,1000
"382","bombus hypnorum","BWARS",2010,273000,579000,1000
"383","bombus hypnorum","BWARS",2010,272000,581000,1000
"384","bombus hypnorum","BWARS",2010,275000,583000,1000
"385","bombus hypnorum","BWARS",2010,353000,392000,1000
"386","bombus hypnorum","BWARS",2010,195000,540000,1000
"387","bombus hypnorum","BWARS",2010,177000,496000,1000
"388","bombus hypnorum","BWARS",2010,242000,403000,1000
"389","bombus hypnorum","BWARS",2010,93000,291000,1000
"390","bombus hypnorum","BWARS",2010,112000,588000,1000
"391","bombus hypnorum","BWARS",2010,105000,455000,1000
"392","bombus hypnorum","BWARS",2010,164000,475000,1000
"393","bombus hypnorum","BWARS",2010,165000,475000,1000
"394","bombus hypnorum","BWARS",2010,163000,474000,1000
"395","bombus hypnorum","BWARS",2010,249000,443000,1000
"396","bombus hypnorum","BWARS",2010,156000,484000,1000
"397","bombus hypnorum","BWARS",2010,147000,483000,1000
"398","bombus hypnorum","BWARS",2010,147000,483000,1000
"399","bombus hypnorum","BWARS",2010,147000,482000,1000
"400","bombus hypnorum","BWARS",2010,146000,482000,1000
"401","bombus hypnorum","BWARS",2010,147000,483000,1000
"402","bombus hypnorum","BWARS",2010,145000,487000,1000
"403","bombus hypnorum","BWARS",2010,147000,483000,1000
"404","bombus hypnorum","BWARS",2010,155000,374000,1000
"405","bombus hypnorum","BWARS",2010,159000,6e+05,1000
"406","bombus hypnorum","BWARS",2010,107000,547000,1000
"407","bombus hypnorum","BWARS",2010,107000,546000,1000
"408","bombus hypnorum","BWARS",2010,233000,607000,1000
"409","bombus hypnorum","BWARS",2010,233000,607000,1000
"410","bombus hypnorum","BWARS",2010,154000,480000,1000
"411","bombus hypnorum","BWARS",2010,270000,581000,1000
"412","bombus hypnorum","BWARS",2010,137000,623000,1000
"413","bombus hypnorum","BWARS",2010,150000,471000,1000
"414","bombus hypnorum","BWARS",2010,222000,608000,1000
"415","bombus hypnorum","BWARS",2010,148000,448000,1000
"416","bombus hypnorum","BWARS",2010,198000,444000,1000
"417","bombus hypnorum","BWARS",2010,198000,444000,1000
"418","bombus hypnorum","BWARS",2010,252000,523000,1000
"419","bombus hypnorum","BWARS",2010,376000,472000,1000
"420","bombus hypnorum","BWARS",2010,213000,268000,1000
"421","bombus hypnorum","BWARS",2010,290000,5e+05,1000
"422","bombus hypnorum","BWARS",2010,180000,460000,1000
"423","bombus hypnorum","BWARS",2010,199000,259000,1000
"424","bombus hypnorum","BWARS",2010,329000,519000,1000
"425","bombus hypnorum","BWARS",2010,329000,519000,1000
"426","bombus hypnorum","BWARS",2010,329000,519000,1000
"427","bombus hypnorum","BWARS",2010,329000,519000,1000
"428","bombus hypnorum","BWARS",2010,329000,519000,1000
"429","bombus hypnorum","BWARS",2010,102000,458000,1000
"430","bombus hypnorum","BWARS",2010,156000,512000,1000
"431","bombus hypnorum","BWARS",2010,198000,487000,1000
"432","bombus hypnorum","BWARS",2010,177000,539000,1000
"433","bombus hypnorum","BWARS",2010,150000,471000,1000
"434","bombus hypnorum","BWARS",2010,151000,472000,1000
"435","bombus hypnorum","BWARS",2010,151000,471000,1000
"436","bombus hypnorum","BWARS",2010,151000,471000,1000
"437","bombus hypnorum","BWARS",2010,151000,471000,1000
"438","bombus hypnorum","BWARS",2010,151000,471000,1000
"439","bombus hypnorum","BWARS",2010,408000,527000,1000
"440","bombus hypnorum","BWARS",2010,410000,525000,1000
"441","bombus hypnorum","BWARS",2010,409000,523000,1000
"442","bombus hypnorum","BWARS",2010,175000,513000,1000
"443","bombus hypnorum","BWARS",2010,281000,410000,1000
"444","bombus hypnorum","BWARS",2010,140000,346000,1000
"445","bombus hypnorum","BWARS",2010,139000,344000,1000
"446","bombus hypnorum","BWARS",2010,139000,345000,1000
"447","bombus hypnorum","BWARS",2010,180000,522000,1000
"448","bombus hypnorum","BWARS",2010,242000,382000,1000
"449","bombus hypnorum","BWARS",2010,283000,402000,1000
"450","bombus hypnorum","BWARS",2010,283000,402000,1000
"451","bombus hypnorum","BWARS",2010,206000,544000,1000
"452","bombus hypnorum","BWARS",2010,206000,544000,1000
"453","bombus hypnorum","BWARS",2010,215000,511000,1000
"454","bombus hypnorum","BWARS",2010,214000,514000,1000
"455","bombus hypnorum","BWARS",2010,214000,514000,1000
"456","bombus hypnorum","BWARS",2010,164000,584000,1000
"457","bombus hypnorum","BWARS",2010,249000,405000,1000
"458","bombus hypnorum","BWARS",2010,111000,581000,1000
"459","bombus hypnorum","BWARS",2010,162000,457000,1000
"460","bombus hypnorum","BWARS",2010,270000,529000,1000
"461","bombus hypnorum","BWARS",2010,270000,529000,1000
"462","bombus hypnorum","BWARS",2010,390000,433000,1000
"463","bombus hypnorum","BWARS",2010,230000,518000,1000
"464","bombus hypnorum","BWARS",2010,229000,517000,1000
"465","bombus hypnorum","BWARS",2010,179000,524000,1000
"466","bombus hypnorum","BWARS",2010,180000,524000,1000
"467","bombus hypnorum","BWARS",2010,341000,608000,1000
"468","bombus hypnorum","BWARS",2010,154000,472000,1000
"469","bombus hypnorum","BWARS",2010,369000,526000,1000
"470","bombus hypnorum","BWARS",2010,369000,526000,1000
"471","bombus hypnorum","BWARS",2010,131000,516000,1000
"472","bombus hypnorum","BWARS",2010,131000,519000,1000
"473","bombus hypnorum","BWARS",2010,146000,596000,1000
"474","bombus hypnorum","BWARS",2010,288000,411000,1000
"475","bombus hypnorum","BWARS",2010,420000,416000,1000
"476","bombus hypnorum","BWARS",2010,251000,470000,1000
"477","bombus hypnorum","BWARS",2010,431000,508000,1000
"478","bombus hypnorum","BWARS",2010,431000,508000,1000
"479","bombus hypnorum","BWARS",2010,431000,508000,1000
"480","bombus hypnorum","BWARS",2010,430000,508000,1000
"481","bombus hypnorum","BWARS",2010,431000,508000,1000
"482","bombus hypnorum","BWARS",2010,430000,508000,1000
"483","bombus hypnorum","BWARS",2010,430000,508000,1000
"484","bombus hypnorum","BWARS",2010,431000,508000,1000
"485","bombus hypnorum","BWARS",2010,430000,507000,1000
"486","bombus hypnorum","BWARS",2010,430000,508000,1000
"487","bombus hypnorum","BWARS",2010,179000,526000,1000
"488","bombus hypnorum","BWARS",2010,109000,415000,1000
"489","bombus hypnorum","BWARS",2010,124000,592000,1000
"490","bombus hypnorum","BWARS",2010,243000,617000,1000
"491","bombus hypnorum","BWARS",2010,170000,563000,1000
